phenotype,taxonomy rank level,NCBI taxon id,scientific name,super kingdom,Nr. runs in which the species/genus can be found,mean relative abundance,median relative abundance,SD of relative abundance
D065626,species,2317,Methanosphaera stadtmanae,Archaea,2,0.03944,0.03944,0.048054977
D065626,species,2374,Acetonema longum,Bacteria,2,0.381541085,0.381541085,0.535040711
D065626,species,28119,Bacteroides zoogleoformans,Bacteria,2,0.003752951,0.003752951,0.004887634
D065626,species,28126,Prevotella buccae,Bacteria,2,0.05293,0.05293,0.000692965
D065626,species,29371,[Clostridium] termitidis,Bacteria,2,0.001157568,0.001157568,0.000911732
D065626,species,29524,Porphyromonas circumdentaria,Bacteria,2,0.0448546,0.0448546,0.005988487
D065626,species,33034,Anaerococcus prevotii,Bacteria,2,0.000410929,0.000410929,0.000412699
D065626,species,33934,Anoxybacillus flavithermus,Bacteria,2,0.001216693,0.001216693,0.000828117
D065626,species,34038,Rahnella aquatilis,Bacteria,2,0.000861556,0.000861556,5.91E-05
D065626,species,34103,Sphaerotilus natans,Bacteria,2,0.001161412,0.001161412,0.00097903
D065626,species,35841,Bacillus thermoamylovorans,Bacteria,2,0.04476008,0.04476008,0.060751532
D065626,species,37658,[Clostridium] populeti,Bacteria,2,0.000527254,0.000527254,2.15E-05
D065626,species,38986,Acholeplasma palmae,Bacteria,2,0.00719085,0.00719085,0.007268138
D065626,species,40324,Stenotrophomonas maltophilia,Bacteria,2,0.00738662,0.00738662,0.004409065
D065626,species,40682,Sphingomonas mali,Bacteria,2,0.0041113,0.0041113,0.003265476
D065626,species,43997,Catonella morbi,Bacteria,2,0.000235856,0.000235856,0.000104109
D065626,species,44008,Enterococcus cecorum,Bacteria,2,0.001339598,0.001339598,0.001001931
D065626,species,52133,Acinetobacter venetianus,Bacteria,2,0.000706383,0.000706383,0.000125137
D065626,species,52227,Prevotella dentalis,Bacteria,2,0.001157139,0.001157139,0.00091234
D065626,species,52774,Actinomyces slackii,Bacteria,2,0.000949027,0.000949027,0.000645551
D065626,species,58134,[Desulfotomaculum] guttoideum,Bacteria,2,0.000374266,0.000374266,0.000109451
D065626,species,58138,Desulfotomaculum acetoxidans,Bacteria,2,0.00098225,0.00098225,0.001159669
D065626,species,60519,Lactobacillus graminis,Bacteria,2,0.000262255,0.000262255,4.90E-05
D065626,species,61635,Acholeplasma brassicae,Bacteria,2,0.001392118,0.001392118,0.001243436
D065626,species,69823,Selenomonas sputigena,Bacteria,2,0.005918765,0.005918765,0.006922201
D065626,species,70856,Aeromonas popoffii,Bacteria,2,0.001249025,0.001249025,1.87E-05
D065626,species,76759,Pseudomonas monteilii,Bacteria,2,0.000564958,0.000564958,7.49E-05
D065626,species,78257,Bifidobacterium saeculare,Bacteria,2,0.000572137,0.000572137,0.000350239
D065626,species,78448,Bifidobacterium pullorum,Bacteria,2,0.002784505,0.002784505,0.003708443
D065626,species,83526,Lactobacillus paralimentarius,Bacteria,2,0.000389564,0.000389564,0.000214043
D065626,species,83661,Desulfonispora thiosulfatigenes,Bacteria,2,0.003628305,0.003628305,0.002582418
D065626,species,89152,[Clostridium] hiranonis,Bacteria,2,1.09079947,1.09079947,1.536586211
D065626,species,100176,Papillibacter cinnamivorans,Bacteria,2,0.001129516,0.001129516,0.001241969
D065626,species,103891,Veillonella criceti,Bacteria,2,0.011265075,0.011265075,0.008217606
D065626,species,108980,Acinetobacter ursingii,Bacteria,2,0.002288301,0.002288301,0.002880738
D065626,species,114527,Mogibacterium diversum,Bacteria,2,0.021937425,0.021937425,0.023310588
D065626,species,131111,Actinomyces turicensis,Bacteria,2,0.02112,0.02112,0.022174869
D065626,species,150120,Shewanella livingstonensis,Bacteria,2,0.0009396,0.0009396,0.00085082
D065626,species,160453,Enterococcus gilvus,Bacteria,2,0.000527254,0.000527254,2.15E-05
D065626,species,167964,Anaerolinea thermophila,Bacteria,2,0.000590629,0.000590629,0.000111174
D065626,species,172042,Rothia aeria,Bacteria,2,0.00325,0.00325,0.001895046
D065626,species,173480,Gemmatimonas aurantiaca,Bacteria,2,0.002784505,0.002784505,0.003708443
D065626,species,216937,Spiroplasma floricola,Bacteria,2,0.00100959,0.00100959,6.15E-06
D065626,species,218140,Bifidobacterium psychraerophilum,Bacteria,2,0.000351578,0.000351578,0.000267764
D065626,species,229549,Streptococcus minor,Bacteria,2,0.00141277,0.00141277,0.000250273
D065626,species,232721,Acidovorax sp. JS42,Bacteria,2,0.002356115,0.002356115,0.001037149
D065626,species,246432,Staphylococcus equorum,Bacteria,2,0.01907,0.01907,0.005416438
D065626,species,257758,Streptococcus pseudopneumoniae,Bacteria,2,0.004375,0.004375,0.004179001
D065626,species,264641,Desulfitibacter alkalitolerans,Bacteria,2,0.00112696,0.00112696,0.000955019
D065626,species,273678,Microbacterium hydrocarbonoxydans,Bacteria,2,0.000505812,0.000505812,5.19E-05
D065626,species,290112,Xenorhabdus szentirmaii,Bacteria,2,0.00145552,0.00145552,0.001419673
D065626,species,293371,Lactobacillus oligofermentans,Bacteria,2,0.000586021,0.000586021,6.38E-05
D065626,species,319644,Saccharofermentans acetigenes,Bacteria,2,0.002506215,0.002506215,0.000995543
D065626,species,330214,Nitrospira defluvii,Bacteria,2,0.001210079,0.001210079,0.00083747
D065626,species,332163,Candidatus Solibacter usitatus,Bacteria,2,0.001014949,0.001014949,0.001113426
D065626,species,373672,Chryseobacterium gambrini,Bacteria,2,0.000543516,0.000543516,0.000105193
D065626,species,384638,[Bacteroides] pectinophilus,Bacteria,2,0.213425,0.213425,0.279158686
D065626,species,395922,Coraliomargarita akajimensis,Bacteria,2,0.024173325,0.024173325,0.031204728
D065626,species,425941,Prevotella nanceiensis,Bacteria,2,0.00144362,0.00144362,0.000507194
D065626,species,469591,Parabacteroides sp. 20_3,Bacteria,2,8.683465,8.683465,11.94294161
D065626,species,487316,Acinetobacter soli,Bacteria,2,0.004775251,0.004775251,0.006354371
D065626,species,570161,Marinifilum fragile,Bacteria,2,0.017245962,0.017245962,0.023481797
D065626,species,626938,Succinatimonas hippei,Bacteria,2,0.03120715,0.03120715,0.017299862
D065626,species,669462,Paenibacillus pinihumi,Bacteria,2,0.001115782,0.001115782,0.000670278
D065626,species,673548,Comamonas terrae,Bacteria,2,0.000580195,0.000580195,5.33E-05
D065626,species,717785,Hyphomicrobium sp. MC1,Bacteria,2,0.002260126,0.002260126,0.002840893
D065626,species,999468,Sphingobacterium sp. LMG 8345,Bacteria,2,0.000543516,0.000543516,0.000105193
D065626,species,1071390,Acinetobacter sp. NBRC 100985,Bacteria,2,0.001044926,0.001044926,0.00071055
D065626,species,1133319,Bacteroides reticulotermitis,Bacteria,2,0.001222042,0.001222042,0.000820552
D065626,species,1144661,Acinetobacter sp. CIP 101934,Bacteria,2,0.049384285,0.049384285,0.067352932
D065626,species,1288636,Ornithinimicrobium sp. CPCC 203535,Bacteria,2,0.007170185,0.007170185,0.001934227
D065626,species,1293441,Lysinibacillus contaminans,Bacteria,2,0.000352366,0.000352366,0.000268878
D065626,species,1550609,Rheinheimera japonica,Bacteria,2,0.000432087,0.000432087,0.000262776
D065626,species,1616802,Flavobacterium sp. KCTC 42148,Bacteria,2,0.000471189,0.000471189,0.000207478
D065626,species,1644128,Rhodobacter sp. YIM 71281,Bacteria,2,0.000460396,0.000460396,1.24E-05
D065626,species,1776082,Shigella sp. SF-2015,Bacteria,2,0.000677453,0.000677453,0.000789622
D065626,species,72,Simonsiella muelleri,Bacteria,1,0.000770612,0.000770612,
D065626,species,164,Treponema pectinovorum,Bacteria,1,0.00154122,0.00154122,
D065626,species,193,Azospirillum lipoferum,Bacteria,1,0.00180226,0.00180226,
D065626,species,203,Campylobacter rectus,Bacteria,1,0.000702751,0.000702751,
D065626,species,256,Myroides odoratus,Bacteria,1,0.000451659,0.000451659,
D065626,species,259,Sphingobacterium thalpophilum,Bacteria,1,0.00180226,0.00180226,
D065626,species,285,Comamonas testosteroni,Bacteria,1,0.00308949,0.00308949,
D065626,species,303,Pseudomonas putida,Bacteria,1,0.000451659,0.000451659,
D065626,species,316,Pseudomonas stutzeri,Bacteria,1,0.000770612,0.000770612,
D065626,species,329,Ralstonia pickettii,Bacteria,1,0.00180226,0.00180226,
D065626,species,410,Methylobacterium organophilum,Bacteria,1,0.000251311,0.000251311,
D065626,species,453,Legionella feeleii,Bacteria,1,0.0298826,0.0298826,
D065626,species,480,Moraxella catarrhalis,Bacteria,1,0.00360451,0.00360451,
D065626,species,486,Neisseria lactamica,Bacteria,1,0.00665622,0.00665622,
D065626,species,511,Alcaligenes faecalis,Bacteria,1,0.000309472,0.000309472,
D065626,species,526,Acidiphilium rubrum,Bacteria,1,0.000542491,0.000542491,
D065626,species,542,Zymomonas mobilis,Bacteria,1,0.00180226,0.00180226,
D065626,species,548,[Enterobacter] aerogenes,Bacteria,1,0.0142,0.0142,
D065626,species,587,Providencia rettgeri,Bacteria,1,0.06948,0.06948,
D065626,species,638,Arsenophonus nasoniae,Bacteria,1,0.000451659,0.000451659,
D065626,species,645,Aeromonas salmonicida,Bacteria,1,0.000451659,0.000451659,
D065626,species,669,Vibrio harveyi,Bacteria,1,0.000282032,0.000282032,
D065626,species,703,Plesiomonas shigelloides,Bacteria,1,0.000282032,0.000282032,
D065626,species,758,[Pasteurella] pneumotropica,Bacteria,1,0.00180226,0.00180226,
D065626,species,852,Fusobacterium perfoetens,Bacteria,1,0.0792993,0.0792993,
D065626,species,881,Desulfovibrio vulgaris,Bacteria,1,0.00870013,0.00870013,
D065626,species,920,Acidithiobacillus ferrooxidans,Bacteria,1,0.00180226,0.00180226,
D065626,species,960,Bacteriovorax stolpii,Bacteria,1,0.00247159,0.00247159,
D065626,species,971,Selenomonas ruminantium,Bacteria,1,0.0126158,0.0126158,
D065626,species,1006,Marivirga tractuosa,Bacteria,1,0.00016224,0.00016224,
D065626,species,1018,Capnocytophaga ochracea,Bacteria,1,0.00154122,0.00154122,
D065626,species,1231,Nitrosospira multiformis,Bacteria,1,0.00180226,0.00180226,
D065626,species,1247,Oenococcus oeni,Bacteria,1,0.00180226,0.00180226,
D065626,species,1258,Peptoniphilus asaccharolyticus,Bacteria,1,0.01354,0.01354,
D065626,species,1281,Staphylococcus carnosus,Bacteria,1,0.01308,0.01308,
D065626,species,1285,Staphylococcus intermedius,Bacteria,1,0.00426894,0.00426894,
D065626,species,1288,Staphylococcus xylosus,Bacteria,1,0.00156,0.00156,
D065626,species,1341,Streptococcus ratti,Bacteria,1,0.00180226,0.00180226,
D065626,species,1422,Geobacillus stearothermophilus,Bacteria,1,0.000819793,0.000819793,
D065626,species,1426,Geobacillus thermoglucosidasius,Bacteria,1,0.00102403,0.00102403,
D065626,species,1428,Bacillus thuringiensis,Bacteria,1,0.000227638,0.000227638,
D065626,species,1455,Bacillus badius,Bacteria,1,0.00016224,0.00016224,
D065626,species,1479,Bacillus smithii,Bacteria,1,0.00573855,0.00573855,
D065626,species,1511,[Clostridium] sticklandii,Bacteria,1,0.00617898,0.00617898,
D065626,species,1533,Clostridium fallax,Bacteria,1,0.000542491,0.000542491,
D065626,species,1544,[Clostridium] oroticum,Bacteria,1,0.00180226,0.00180226,
D065626,species,1553,Clostridium tetanomorphum,Bacteria,1,0.00720903,0.00720903,
D065626,species,1561,Clostridium baratii,Bacteria,1,0.0381804,0.0381804,
D065626,species,1581,Lactobacillus buchneri,Bacteria,1,0.0597652,0.0597652,
D065626,species,1587,Lactobacillus helveticus,Bacteria,1,0.01575,0.01575,
D065626,species,1600,Lactobacillus acetotolerans,Bacteria,1,0.000357318,0.000357318,
D065626,species,1601,Lactobacillus agilis,Bacteria,1,0.0012358,0.0012358,
D065626,species,1602,Lactobacillus alimentarius,Bacteria,1,0.000357318,0.000357318,
D065626,species,1610,Lactobacillus coryniformis,Bacteria,1,0.00961,0.00961,
D065626,species,1620,Weissella minor,Bacteria,1,0.000309472,0.000309472,
D065626,species,1629,Weissella viridescens,Bacteria,1,0.000641824,0.000641824,
D065626,species,1631,Fructobacillus fructosus,Bacteria,1,0.000631126,0.000631126,
D065626,species,1648,Erysipelothrix rhusiopathiae,Bacteria,1,0.00032448,0.00032448,
D065626,species,1652,Alloiococcus otitis,Bacteria,1,0.00180226,0.00180226,
D065626,species,1683,Bifidobacterium angulatum,Bacteria,1,0.08065,0.08065,
D065626,species,1688,Bifidobacterium cuniculi,Bacteria,1,0.00180226,0.00180226,
D065626,species,1705,Corynebacterium stationis,Bacteria,1,0.000819793,0.000819793,
D065626,species,1719,Corynebacterium pseudotuberculosis,Bacteria,1,0.000227638,0.000227638,
D065626,species,1732,Eubacterium oxidoreducens,Bacteria,1,0.00180226,0.00180226,
D065626,species,1764,Mycobacterium avium,Bacteria,1,0.00426894,0.00426894,
D065626,species,1766,Mycobacterium fortuitum,Bacteria,1,0.00016224,0.00016224,
D065626,species,1774,Mycobacterium chelonae,Bacteria,1,0.00580248,0.00580248,
D065626,species,1795,Mycobacterium neoaurum,Bacteria,1,0.00321017,0.00321017,
D065626,species,1810,Mycobacterium vaccae,Bacteria,1,0.00180226,0.00180226,
D065626,species,1829,Rhodococcus rhodochrous,Bacteria,1,0.00180226,0.00180226,
D065626,species,1830,Rhodococcus ruber,Bacteria,1,0.000119106,0.000119106,
D065626,species,1911,Streptomyces griseus,Bacteria,1,0.000794868,0.000794868,
D065626,species,1927,Streptomyces rimosus,Bacteria,1,0.000938267,0.000938267,
D065626,species,2137,Spiroplasma apis,Bacteria,1,0.000512876,0.000512876,
D065626,species,2139,Spiroplasma clarkii,Bacteria,1,0.00032448,0.00032448,
D065626,species,2150,Acholeplasma modicum,Bacteria,1,0.00642034,0.00642034,
D065626,species,2153,Asteroleplasma anaerobium,Bacteria,1,0.00016224,0.00016224,
D065626,species,2371,Xylella fastidiosa,Bacteria,1,0.00016224,0.00016224,
D065626,species,2376,Sporomusa paucivorans,Bacteria,1,0.00180226,0.00180226,
D065626,species,2739,Vagococcus salmoninarum,Bacteria,1,0.00185369,0.00185369,
D065626,species,28051,Lachnospira multipara,Bacteria,1,0.00180226,0.00180226,
D065626,species,28091,Neisseria weaveri,Bacteria,1,0.000492553,0.000492553,
D065626,species,28124,Porphyromonas endodontalis,Bacteria,1,0.000770612,0.000770612,
D065626,species,28131,Prevotella intermedia,Bacteria,1,0.00540677,0.00540677,
D065626,species,28158,Bisgaard Taxon 3,Bacteria,1,0.00180226,0.00180226,
D065626,species,28161,Bisgaard Taxon 7,Bacteria,1,0.144181,0.144181,
D065626,species,28214,Sphingomonas sp.,Bacteria,1,0.00180226,0.00180226,
D065626,species,28232,Geobacter metallireducens,Bacteria,1,0.000617898,0.000617898,
D065626,species,28447,Clavibacter michiganensis,Bacteria,1,0.00153,0.00153,
D065626,species,28454,Sphingobacterium multivorum,Bacteria,1,0.00360451,0.00360451,
D065626,species,29372,Clostridium thermobutyricum,Bacteria,1,0.00016224,0.00016224,
D065626,species,29385,Staphylococcus saprophyticus,Bacteria,1,0.000542491,0.000542491,
D065626,species,29449,Rhizobium etli,Bacteria,1,0.00180226,0.00180226,
D065626,species,29461,Brucella suis,Bacteria,1,0.00180226,0.00180226,
D065626,species,29533,Flavobacterium pectinovorum,Bacteria,1,0.000542491,0.000542491,
D065626,species,29534,Flavobacterium saccharophilum,Bacteria,1,0.00327917,0.00327917,
D065626,species,32016,Desulfovibrio oxamicus,Bacteria,1,0.00180226,0.00180226,
D065626,species,33011,Propionibacterium granulosum,Bacteria,1,0.00426894,0.00426894,
D065626,species,33058,Thauera selenatis,Bacteria,1,0.00180226,0.00180226,
D065626,species,33945,Enterococcus avium,Bacteria,1,0.11903,0.11903,
D065626,species,33946,Kurthia gibsonii,Bacteria,1,0.000742887,0.000742887,
D065626,species,33987,Exiguobacterium aurantiacum,Bacteria,1,0.000617898,0.000617898,
D065626,species,34073,Variovorax paradoxus,Bacteria,1,0.00841128,0.00841128,
D065626,species,35518,[Eubacterium] nodatum,Bacteria,1,0.000119106,0.000119106,
D065626,species,35760,Bifidobacterium choerinum,Bacteria,1,0.0198248,0.0198248,
D065626,species,36844,Clostridium homopropionicum,Bacteria,1,0.00180226,0.00180226,
D065626,species,36849,Oxobacter pfennigii,Bacteria,1,0.00180226,0.00180226,
D065626,species,37915,Dietzia maris,Bacteria,1,0.00540677,0.00540677,
D065626,species,38286,Corynebacterium afermentans,Bacteria,1,0.000469133,0.000469133,
D065626,species,38288,Corynebacterium genitalium,Bacteria,1,0.00580248,0.00580248,
D065626,species,38289,Corynebacterium jeikeium,Bacteria,1,0.000738829,0.000738829,
D065626,species,38313,Shewanella algae,Bacteria,1,0.0558699,0.0558699,
D065626,species,40561,Zoogloea resiniphila,Bacteria,1,0.000469133,0.000469133,
D065626,species,40576,Xenorhabdus bovienii,Bacteria,1,0.000238212,0.000238212,
D065626,species,40681,Sphingomonas asaccharolytica,Bacteria,1,0.00180226,0.00180226,
D065626,species,40988,Saccharomonospora azurea,Bacteria,1,0.000542491,0.000542491,
D065626,species,41276,Brevundimonas vesicularis,Bacteria,1,0.00185369,0.00185369,
D065626,species,41978,Ruminococcus sp.,Bacteria,1,0.87571,0.87571,
D065626,species,42322,Eubacterium ruminantium,Bacteria,1,0.0256814,0.0256814,
D065626,species,42565,Halomonas salina,Bacteria,1,0.00901128,0.00901128,
D065626,species,43143,Tissierella creatinini,Bacteria,1,0.00360451,0.00360451,
D065626,species,43669,Brachybacterium faecium,Bacteria,1,0.00180226,0.00180226,
D065626,species,43770,Corynebacterium striatum,Bacteria,1,0.000296872,0.000296872,
D065626,species,43771,Corynebacterium urealyticum,Bacteria,1,0.00154122,0.00154122,
D065626,species,43995,Johnsonella ignava,Bacteria,1,0.000512017,0.000512017,
D065626,species,44742,Desulfovibrio fairfieldensis,Bacteria,1,0.0109087,0.0109087,
D065626,species,44933,Halomonas cupida,Bacteria,1,0.0468587,0.0468587,
D065626,species,45254,Dysgonomonas capnocytophagoides,Bacteria,1,0.000227638,0.000227638,
D065626,species,45465,Vogesella indigofera,Bacteria,1,0.000246276,0.000246276,
D065626,species,45610,Psychrobacter urativorans,Bacteria,1,0.00180226,0.00180226,
D065626,species,45629,Desulfovibrio halophilus,Bacteria,1,0.00180226,0.00180226,
D065626,species,46609,Clostridium pascui,Bacteria,1,0.00180226,0.00180226,
D065626,species,46610,Geobacter sp.,Bacteria,1,0.00180226,0.00180226,
D065626,species,47493,Lactobacillus panis,Bacteria,1,0.000357318,0.000357318,
D065626,species,47679,Sporomusa sphaeroides,Bacteria,1,0.00338501,0.00338501,
D065626,species,47877,Pseudomonas amygdali,Bacteria,1,0.000119106,0.000119106,
D065626,species,47884,Pseudomonas taetrolens,Bacteria,1,0.000770612,0.000770612,
D065626,species,48256,[Clostridium] hungatei,Bacteria,1,0.00180226,0.00180226,
D065626,species,48935,Novosphingobium aromaticivorans,Bacteria,1,0.00180226,0.00180226,
D065626,species,49319,Rubrobacter xylanophilus,Bacteria,1,0.00180226,0.00180226,
D065626,species,51173,Ureibacillus thermosphaericus,Bacteria,1,0.000309472,0.000309472,
D065626,species,52022,Meiothermus silvanus,Bacteria,1,0.00256,0.00256,
D065626,species,52769,Actinomyces gerencseriae,Bacteria,1,0.00180226,0.00180226,
D065626,species,52770,Actinomyces hordeovulneris,Bacteria,1,0.000631126,0.000631126,
D065626,species,53345,Enterococcus durans,Bacteria,1,1.91058,1.91058,
D065626,species,53374,Corynebacterium coyleae,Bacteria,1,0.000246276,0.000246276,
D065626,species,53446,Streptomyces cinnamoneus,Bacteria,1,0.0174075,0.0174075,
D065626,species,53972,Rhodococcus corynebacterioides,Bacteria,1,0.00180226,0.00180226,
D065626,species,54006,Peptoniphilus ivorii,Bacteria,1,0.00426894,0.00426894,
D065626,species,55209,Pantoea cypripedii,Bacteria,1,0.00580248,0.00580248,
D065626,species,55507,Schwartzia succinivorans,Bacteria,1,0.00256009,0.00256009,
D065626,species,55601,Vibrio anguillarum,Bacteria,1,0.000770612,0.000770612,
D065626,species,55969,Leucobacter komagatae,Bacteria,1,0.00963051,0.00963051,
D065626,species,58172,Paenibacillus sp.,Bacteria,1,0.00180226,0.00180226,
D065626,species,58344,Streptomyces celluloflavus,Bacteria,1,0.000469133,0.000469133,
D065626,species,59610,Desulfotomaculum reducens,Bacteria,1,0.00180226,0.00180226,
D065626,species,59733,Chryseobacterium scophthalmum,Bacteria,1,0.00247159,0.00247159,
D065626,species,59803,Sphingomonas echinoides,Bacteria,1,0.00180226,0.00180226,
D065626,species,59841,Paenibacillus kobensis,Bacteria,1,0.00180226,0.00180226,
D065626,species,61435,Dehalococcoides mccartyi,Bacteria,1,0.00360451,0.00360451,
D065626,species,62977,Acinetobacter sp. ADP1,Bacteria,1,0.000542491,0.000542491,
D065626,species,64642,Tetragenococcus muriaticus,Bacteria,1,0.00180226,0.00180226,
D065626,species,69710,Treponema vincentii,Bacteria,1,0.000542491,0.000542491,
D065626,species,69824,[Clostridium] cocleatum,Bacteria,1,0.00180226,0.00180226,
D065626,species,70775,Pseudomonas plecoglossicida,Bacteria,1,0.000641824,0.000641824,
D065626,species,70863,Shewanella oneidensis,Bacteria,1,0.000542491,0.000542491,
D065626,species,71656,Brenneria alni,Bacteria,1,0.000282032,0.000282032,
D065626,species,72000,Kocuria rhizophila,Bacteria,1,0.000296872,0.000296872,
D065626,species,73919,Thermaerobacter marianensis,Bacteria,1,0.00180226,0.00180226,
D065626,species,74311,Brevundimonas bacteroides,Bacteria,1,0.00180226,0.00180226,
D065626,species,76123,Prevotella enoeca,Bacteria,1,0.000846095,0.000846095,
D065626,species,77098,Halomonas pacifica,Bacteria,1,0.0720903,0.0720903,
D065626,species,78342,Bifidobacterium gallicum,Bacteria,1,0.00901128,0.00901128,
D065626,species,78343,Bifidobacterium boum,Bacteria,1,0.00180226,0.00180226,
D065626,species,78344,Bifidobacterium gallinarum,Bacteria,1,0.000819793,0.000819793,
D065626,species,79209,Desulfosporosinus meridiei,Bacteria,1,0.00016224,0.00016224,
D065626,species,79681,Tissierella creatinophila,Bacteria,1,0.000512876,0.000512876,
D065626,species,79880,Bacillus clausii,Bacteria,1,0.0290124,0.0290124,
D065626,species,80866,Delftia acidovorans,Bacteria,1,0.00180226,0.00180226,
D065626,species,80880,Hylemonella gracilis,Bacteria,1,0.00308949,0.00308949,
D065626,species,81467,Aminobacterium mobile,Bacteria,1,0.00180226,0.00180226,
D065626,species,82374,Anaerovibrio lipolyticus,Bacteria,1,0.0234293,0.0234293,
D065626,species,83561,Simkania negevensis,Bacteria,1,0.00180226,0.00180226,
D065626,species,84110,Slackia heliotrinireducens,Bacteria,1,0.000819793,0.000819793,
D065626,species,85993,Hydrogenophilus hirschii,Bacteria,1,0.0304651,0.0304651,
D065626,species,86668,Bacillus niacini,Bacteria,1,0.00118749,0.00118749,
D065626,species,86957,Selenomonas lacticifex,Bacteria,1,0.00901128,0.00901128,
D065626,species,86958,Propionispira paucivorans,Bacteria,1,0.00720903,0.00720903,
D065626,species,86959,Propionispira raffinosivorans,Bacteria,1,0.00360451,0.00360451,
D065626,species,87650,Facklamia sourekii,Bacteria,1,0.0012358,0.0012358,
D065626,species,93064,Sphingomonas koreensis,Bacteria,1,0.00180226,0.00180226,
D065626,species,94625,Ochrobactrum intermedium,Bacteria,1,0.000631126,0.000631126,
D065626,species,97253,Eubacterium plexicaudatum,Bacteria,1,0.00180226,0.00180226,
D065626,species,98672,Arthrobacter luteolus,Bacteria,1,0.00180226,0.00180226,
D065626,species,99286,Flavobacterium frigidarium,Bacteria,1,0.000641824,0.000641824,
D065626,species,99656,[Clostridium] fimetarium,Bacteria,1,0.00180226,0.00180226,
D065626,species,99675,Clostridium putrefaciens,Bacteria,1,0.000819793,0.000819793,
D065626,species,100134,Anaerocolumna xylanovorans,Bacteria,1,0.00016224,0.00016224,
D065626,species,101564,Pseudomonas alcaliphila,Bacteria,1,0.000512017,0.000512017,
D065626,species,102134,Desulfotomaculum gibsoniae,Bacteria,1,0.00180226,0.00180226,
D065626,species,102862,Proteus penneri,Bacteria,1,0.2958,0.2958,
D065626,species,103816,Rhodococcus pyridinivorans,Bacteria,1,0.00321017,0.00321017,
D065626,species,106590,Cupriavidus necator,Bacteria,1,0.00180226,0.00180226,
D065626,species,107709,Opitutus terrae,Bacteria,1,0.000617898,0.000617898,
D065626,species,115778,Leuconostoc gelidum subsp. gasicomitatum,Bacteria,1,0.00606,0.00606,
D065626,species,119219,Cupriavidus metallidurans,Bacteria,1,0.00426894,0.00426894,
D065626,species,119854,Peptostreptococcus sp. CCUG 42997,Bacteria,1,0.000119106,0.000119106,
D065626,species,122355,Pseudomonas psychrophila,Bacteria,1,0.000833742,0.000833742,
D065626,species,126569,Paenibacillus glycanilyticus,Bacteria,1,0.000641824,0.000641824,
D065626,species,128780,Stenotrophomonas acidaminiphila,Bacteria,1,0.0012358,0.0012358,
D065626,species,128944,Aerococcus urinaehominis,Bacteria,1,0.000512017,0.000512017,
D065626,species,132476,Pseudomonas kilonensis,Bacteria,1,0.00180226,0.00180226,
D065626,species,134605,Fusobacterium equinum,Bacteria,1,0.0108135,0.0108135,
D065626,species,136468,Vibrio lentus,Bacteria,1,0.000770612,0.000770612,
D065626,species,138336,Blastococcus saxobsidens,Bacteria,1,0.000742887,0.000742887,
D065626,species,143361,Filifactor alocis,Bacteria,1,0.000119106,0.000119106,
D065626,species,146817,Dendrosporobacter quercicolus,Bacteria,1,0.0811015,0.0811015,
D065626,species,152331,Lactobacillus parabuchneri,Bacteria,1,0.0384205,0.0384205,
D065626,species,155892,Caulobacter vibrioides,Bacteria,1,0.000910274,0.000910274,
D065626,species,156974,Dysgonomonas gadei,Bacteria,1,0.0109087,0.0109087,
D065626,species,157463,Fructobacillus ficulneus,Bacteria,1,0.00426894,0.00426894,
D065626,species,157838,Bacillus shackletonii,Bacteria,1,0.00180226,0.00180226,
D065626,species,162426,Microbacterium hominis,Bacteria,1,0.000617898,0.000617898,
D065626,species,163665,Dysgonomonas mossii,Bacteria,1,3.12225,3.12225,
D065626,species,163874,Arthrobacter tumbae,Bacteria,1,0.00016224,0.00016224,
D065626,species,163879,Bacillus decolorationis,Bacteria,1,0.000512017,0.000512017,
D065626,species,164393,Lactobacillus fuchuensis,Bacteria,1,0.000540915,0.000540915,
D065626,species,166501,Thermobaculum terrenum,Bacteria,1,0.00180226,0.00180226,
D065626,species,168384,Marvinbryantia formatexigens,Bacteria,1,0.000512876,0.000512876,
D065626,species,171404,Paenibacillus agaridevorans,Bacteria,1,0.00180226,0.00180226,
D065626,species,173362,Brachybacterium paraconglomeratum,Bacteria,1,0.00180226,0.00180226,
D065626,species,173559,Gordonia sihwensis,Bacteria,1,0.00426894,0.00426894,
D065626,species,173990,Rheinheimera pacifica,Bacteria,1,0.000617898,0.000617898,
D065626,species,174709,Allobaculum stercoricanis,Bacteria,1,0.04117,0.04117,
D065626,species,178214,Facklamia hominis,Bacteria,1,0.00426894,0.00426894,
D065626,species,180282,Delftia tsuruhatensis,Bacteria,1,0.000617898,0.000617898,
D065626,species,181487,Actinomyces cardiffensis,Bacteria,1,0.00494,0.00494,
D065626,species,183417,Proteus hauseri,Bacteria,1,0.0012358,0.0012358,
D065626,species,186116,Geobacillus thermantarcticus,Bacteria,1,0.0169251,0.0169251,
D065626,species,187491,Corynebacterium glaucum,Bacteria,1,0.000512017,0.000512017,
D065626,species,187868,Acidovorax valerianellae,Bacteria,1,0.000617898,0.000617898,
D065626,species,189723,Prevotella micans,Bacteria,1,0.00113568,0.00113568,
D065626,species,190721,Ralstonia insidiosa,Bacteria,1,0.00853789,0.00853789,
D065626,species,191579,Fluviicola taffensis,Bacteria,1,0.00308949,0.00308949,
D065626,species,191960,Sedimenticola selenatireducens,Bacteria,1,0.00180226,0.00180226,
